Entity,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,45519034243.71,42756020706.7297,41636005954.9128,46712018140.5896,55154160815.6786,63918039319.8725,70140835299.0148,66074513017.7142,56227696194.5366,58762260625.8758,52622842840.2055,53872425916.6248,66627729311.4495,88250885550.2626,103904537815.126,114718721396.888,111608845081.383,137316087308.003,133279679482.674,121338622025.111,146583831538.331,168461998741.295,176192886551.397,190785204763.525,200955119873.905,177620948761.31,189285950470.754,205852838254.712,
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,18716685046034.3,19813446663877.1,21306745175471.6,21596785721601.2,23078566608692,25440732789663.8,25660730320302.2,25277102347736.4,25541951097829.6,26836203960639.5,27406671311479.4,27157368493393.3,28339031687403.5,31734387308278.9,35318859336591.2,37336037191807.1,39364103835697.6,43034317307137,45559785845546,42617383634392.2,44647343199663,47978738727937.4,47893614075149.5,48473455967116.2,49485020422394.4,46749026010450.6,47658224273925.7,49626408983606.3,
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,11685045513.6541,11341482444.7334,12452275682.7048,12493107932.3797,12918855656.697,13802600780.2341,15277763328.9987,15837451235.3706,14085373211.9636,15710148244.4733,19507412223.6671,19452015604.6814,20142782834.8505,21633810143.0429,24763589076.723,31081924577.3732,37215864759.4278,42085305591.6775,60905331599.4798,48388296488.9467,58642392717.8153,67937581274.3823,76689206762.0286,78938881664.4993,81076723016.9051,68905071521.4564,66824447334.2003,72642652795.8387,
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,54208142242.7831,55821649190.1454,60903624961.1196,57941641984.5835,60690298586.5846,69541660470.6015,73430895912.5027,76671211417.6153,75164251924.6916,80896450481.8649,91668724258.3014,91131313888.9733,98282956417.3109,121783875631.806,151392852883.723,184287346790.702,217286699669.207,265447616828.618,325405061388.487,278727681949.794,323946040400.305,400506466688.512,418809845400.329,435102410506.182,447241690845.66,372657314683.554,364419151281.063,402189384321.193,
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,40010424928.715,45451960731.7204,48635176852.7673,51478304859.5879,51894781281.8919,60636022422.6176,63320122807.1223,62433300338.0941,62191955814.3478,62973855718.8874,73952374969.7995,72309738921.3329,72306820396.2325,83244801092.7096,97977766197.6724,109502102510.883,137264061106.043,152385716311.916,170077814106.305,168152775283.032,177406854514.885,213587413183.996,224383620829.57,231218567178.979,244360888750.807,270556126820.064,278654637737.69,304951818494.066,
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,6433967000,7074675500,8042337700,8782585400,9365289800,9573813700,9870494000,10677286100,11575486400,12130252200,12304115000,12502013400,12994310400,13693981200,15013381700,16374393900,18141666300,21295984200,25155888600,27116635600,29440287600,34686224300,40429734400,45599994000,49921464400,54315722500,57820916600,61838175800,
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,26410386669.3609,34672122380.7687,36139225287.9079,35158109999.4973,44882079766.8913,53312793687.3836,55252414130.3019,58147522522.5225,55501467877.381,50187324567.883,51744749133.213,52030158775.4055,54777553515.0809,58731030121.8671,66768703497.5687,76060606060.606,88643193061.748,102170981144.136,120550599815.441,120822986521.479,147528937028.778,171761737046.585,192648999090.082,201217661645.509,201080662205.002,189926516769.25,191639655121.33,211389272242.157,
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,44311593755.7845,45417561302.2497,52976344928.9564,54368083953.1119,64084460124.4644,74119987244.5011,82848140618.0266,82344260570.6685,72207028766.664,82995145792.1715,81026300310.5641,76262072467.9028,81357605642.2191,83908206648.013,91371242495.8562,103071582125.241,122210716310.361,149359918060.095,174195136252.934,168334601260.243,199590775189.305,224143083707.403,250092092997.8,271836123724.555,284584522898.935,292774099014.19,304889079564.681,313595208737.269,
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,144769900,155441800,161958700,152771900,164166000,184683500,188044800,193119700,196845300,182679900,182843800,193208100,214597500,225269300,245560300,293082900,302699800,291544300,
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,3219730364.99623,3787394957.98319,4377980510.05598,4974550286.18152,5502786069.65174,4636057476.42568,5155311077.38998,4936615298.79367,3789443014.61662,3477038204.01733,3521339699.07407,3081024212.42924,2999511040.19764,3536411824.2958,3927157866.96465,4865892972.27595,8306343442.27435,9545071324.99241,11670678863.7458,11619541940.4014,14250726289.854,17984816533.1084,21295834133.2309,21261305413.2323,23060047127.6509,20638636035.255,19904808311.6227,21088758484.7485,
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,65977749036.9844,85500935934.9901,94337050693.2727,96045645026.178,110803391516.698,142137319587.629,159942880456.956,159117799530.388,174388271853.6,169717677900.734,171885598582.637,190521263343.023,198680637254.902,217513049291.61,255102252843.395,306125173852.573,344748646558.391,429063549983.742,533815789473.684,439796160379.475,479321460551.189,528832185770.217,500360816827.883,524234322596.975,545179584720.241,477355617455.896,471400273917.013,524509565263.409,
Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,167698251507.39,164644964382.417,154400314610.139,140368568652.511,128009178716.372,155886842869.248,172891898736.665,180624924880.387,178731676437.976,181010160398.488,211164900500.939,200128360561.029,236133255854.247,273152316379.121,332155174676.975,411438163674.895,515552416722.151,631178259720.034,807316086607.209,731989106262.353,1011346663312.57,1172225911143.32,1288516411180.46,1410489362451.95,1503514664919.15,1306266954404.83,1207093555741.69,1297071888211.81,
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,30603919000,32287031000,34630430000,36922456000,39690630000,42647331000,45340835000,48187039000,54086400000,57841000000,61701800000,69208400000,71623500000,74827400000,80322313000,83914521300,87276164400,89524131600,93639316000,96385638000,98381268000,100351670000,101564800000,102450000000,102445800000,103143500000,105034500000,,
"Korea, Dem. People’s Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,78721607509.4923,89242382961.0101,107602689040.689,95019103603.042,99698453260.8696,118133634071.912,122629812841.175,117046198970.84,123981736420.303,127465545493.288,118358489957.619,121545880984.34,134228697534.35,164964195259.594,189187437298.237,197304513120.259,208566948939.907,240169336162.059,262007590449.685,243745748819.116,238303443425.21,244895101712.451,216368178659.447,226073492966.495,229629822121.601,199420256049.689,205184480409.024,217571083045.99,
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,5695201563.42495,6984367762.90371,7157424031.06045,7249533620.30614,7870982170.98217,9062131307.88275,9788391732.82899,9965225496.5884,9024567484.2013,8392549702.31511,8195993230.74275,7662595075.90241,6325151760.0669,6588103836.34739,8033877360.41697,8734653809.49561,10646157920.3209,13794910633.8518,18504130752.9922,15929902138.1363,20030528042.9171,25099681460.8943,24595319573.7548,28965906502.2306,30881166852.3116,27282581335.7964,27424071373.0501,29734895248.9053,
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,,,,,2843300000,3282800000,3409600000,3759800000,4067800000,4271200000,4313600000,4003700000,3555800000,3968000000,4329200000,4831800000,4910100000,5505800000,6673500000,7268200000,8913100000,10465400000,11279400000,12476000000,12715600000,12673000000,13425700000,14498100000,
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,2421503984.14498,2573270952.22402,2831265158.82581,2996482340.37476,3457419759.95571,3730022505.92377,3999202538.48459,3989992695.56098,3409657276.46477,3728523775.49384,3444121190.88235,3371103514.68567,3545578157.8403,4151877953.2139,4792908297.16062,5264858279.42704,5536876353.38988,6077329195.05599,6554307186.85826,5774704218.32837,6413682686.20816,7627779125.2427,8146587824.6524,8442587804.70101,8798000774.99545,8587236272.49225,9027150901.33749,9687357498.96905,
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,18360785582384.9,19371994644014.3,20791948683422.8,20937772911473.8,22421705112009.3,24858861578701.5,24989355030424.1,24518429923562.9,24622462154740.9,25846819956456.9,26289657755215.1,26044545516765.1,27164576141263.3,30473331657383.7,33858964549392,35641289240784.6,37487768921924.7,40884310736276.2,43196314798397.3,40671905500681.6,42410878734971.4,45528533114047.3,45463035228580.8,45860180860076.5,46789720187109.8,44280375949871.9,45257369047361.3,47087043342548.2,
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,3181206304.81549,3267367609.89528,3558215110.24809,3694600399.89225,3522272321.40766,3982374845.92709,3954696873.74892,3567062511.87293,3775160797.38928,3797016068.69688,3447543137.9415,,,,,,,,,,,,,,,,,,
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,7360439423.07692,6883516483.51648,7646153983.51648,7156593653.84615,7374450769.23077,8137911978.02198,9059340384.61539,11297802115.3846,10255495027.4725,12393131868.1319,17759890109.8901,17538461538.4615,19363736263.7363,23533791208.7912,31734065934.0659,44530494505.4945,60882142857.1428,79712087912.0879,115270054945.055,97798351648.3516,125122306346.154,167775274725.275,186833516483.516,198727747252.747,206224725274.725,164641483516.484,152451923076.923,167605219780.22,
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,38995454545.4545,28998684210.5263,25121666666.6667,26362894736.8421,30074440483.3837,37662075750.123,37182938696.0752,35838588169.6429,41976002703.9207,36183003978.3474,37438527799.5302,40716836998.0386,46174557555.5892,59867801204.8193,76216441462.1442,99697566667.8107,123533036667.853,175933642291.761,213605065703.283,172611845341.554,166658327826.552,184367381749,171664638717.49,191549024910.604,199493490982.921,177911101680.106,187805922349.231,211803281924.738,
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,516814274021.956,517962962962.963,460290556900.726,435083713850.837,395077301248.464,395531066563.296,391719993756.828,404926534140.017,270953116950.026,195905767668.562,259708496267.33,306602673980.117,345110438692.185,430347770731.787,591016690742.798,764017107992.392,989930542278.695,1299705247685.76,1660844408499.61,1222643696991.85,1524916112078.87,2051661732059.78,2210256976945.38,2297128039058.21,2063662665171.89,1368400705491.02,1284727602173.71,1577524145963.17,
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,2550185618.14774,1911600969.76612,2029026704.02707,1971525998.87685,753636370.454546,1293535010.94467,1382334879.40812,1851558301.7002,1989343495.21844,1817654508.16444,1734938652.21165,1674685248.19528,1677552332.39623,1846198770.58709,2088961968.93579,2581313485.68523,3152324689.24361,3824788145.27703,4860093843.14162,5378925894.62296,5773084568.14756,6563320570.40862,7334917696.72263,7621923307.70325,8016591927.65923,8277613193.57631,8475681532.52169,9136689514.09479,
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,402049995776.245,357724008443.98,379829999580.141,376239659222.578,426649306089.111,474034402467.176,518624550497.413,544005551716.808,551628263333.514,590948702703.54,614756460255.031,630831541229.395,663250167513.155,774466662240.006,897926604901.35,1028639477063.57,1176241330740.11,1488694492908.47,1515643037463.34,1665590819267.7,2042144113594.69,2272003568714.22,2297911379164.91,2356854113186.14,2581994304111.25,2695272602059.97,2903124297500.27,3291737801056.16,
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,117630271802.403,132223268491.322,137087876662.216,132967901415.22,135174886488.652,143343036341.789,158662398744.993,165963557409.88,146775498080,161716960000,189514926213.333,184137469733.333,189605920240,215807655253.333,258742133333.333,328459608764.111,376900133511.348,415964509673.115,519796800000,429097866666.667,528207200000,671238840106.667,735974843360,746647127413.333,756350347333.334,654269902888.715,644935541446.453,683827144288.536,
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,12408647540.9836,11379222222.2222,7034219712.52567,8881785938.48085,12794192334.2541,13829744878.6366,9018243044.45155,11681494637.3041,11250327988.0478,10682045258.3647,12257418326.0734,13182979783.533,14803189092.7044,17646503525.1743,21457470202.7839,26524538565.7403,35822408611.5588,45898948564.0593,54526580231.5568,53150209167.934,65634109236.7736,67327289319.733,68125631150.2939,72065940085.772,82151588418.8325,97156119150,95584380032.2061,117487857142.857,
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,5716644272.04692,5617236032.86556,6004885321.34354,5678827998.8247,3877196914.93966,4878719133.22771,5065830414.04947,4672503920.19866,5030344074.0413,5144045359.98185,4679604753.55711,4877602059.50983,5333862371.27113,6858952880.10003,8031344381.09898,8707015771.00113,9358710935.43366,11284603070.5653,13439023281.4707,12814961485.1001,12948906288.5576,14390776643.965,14225310518.7856,14851057084.776,15304363138.1804,13640668374.1652,14683747153.664,16374743753.4731,
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,36152027893.1446,45474442836.4689,52156414978.5144,60644572348.0629,73777792326.8299,87890009877.24,96403758865.2482,100163995150.862,85707636233.2696,86283126843.6578,95833932714.6172,89286208628.6767,91941192896.2359,97001377568.5914,114188557567.152,127417688055.756,147797218201.271,179981288567.447,192225881687.752,192408387762.118,236421782178.218,275966926379.393,290673681683.604,304454327499.401,311539499644.858,304097759674.134,309763879840.753,323907234412.34,
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,302515026.890225,320355090.61441,378778047.197842,410923236.189102,464756638.512487,519334096.714525,565163750.56079,567919502.811483,471177008.057148,482214092.308964,435103853.485036,400463452.065176,341661643.551446,332738245.913215,375111894.932329,413909879.281265,456705433.996978,516074228.959749,608293860.271816,597765363.128492,681151189.956511,932725578.761845,1063879451.23329,1129787201.75701,1172268295.92617,1154650066.30195,1232699140.37164,1303453616.11974,
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,649644826.800447,779981458.921489,679997997.597117,768812334.801762,911915970.683484,870758739.40678,941742152.709895,850218033.622007,672375927.347148,669384768.87263,635874002.198748,1090467712.32273,1253340519.53844,1385810072.19319,1448536630.8917,1650494367.00326,1885112201.84486,2158496872.86199,2505458705.02354,2453899846.89251,2578026297.1676,2942546781.04663,3801862611.3614,4920343194.99503,5015157815.728,4218723875.13704,3556036534.57134,3774270392.41231,
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,4817542204.02673,5252342400,5813399300,6680269200,7679384000,8921947100,9586327800,10221705900,10936669900,11284197000,11784927700,12282533600,12664190300,13243892200,13724810900,14698001400,15999886400,17011750900,17986886200,17601616000,18447922400,20283783700,21386153000,21977401900,22585841200,23166030400,23912227500,24805439600,
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,1215640315.36331,1101897917.81832,1160626398.21029,1253529079.61604,1600451467.26862,1877328035.75863,1958711603.03445,2092585622.88295,2488365726.79989,2752307016.25897,2363156432.34232,2139072847.68212,2054489852.65499,1800077091.09598,1865374402.54912,1845561894.65304,1569258068.0936,1590707964.60177,1658778453.9103,
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,6486974549.28725,6568443572.8632,6631336625.14941,6752653098.64515,7368560694.66414,
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,16750000000,20948677839.851,24147996549.5662,18284194680.3844,18409364146.9794,6540247190.33529,12267175481.2542,16116843146.4806,21188704081.2428,24861483280.6339,26252007830.4639,30607991862.4843,40289556656.1455,49259526052.7426,42616653299.9115,39460357730.5224,46466728666.6103,40742313861.1374,45519650911.4138,44210806365.6817,37160332465.1645,38299854688.1277,41431648801.1663,
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,309850452778.353,317100747305.812,315453829872.239,299427182876.865,291470527348.334,336697915553.978,347591158229.089,359683808853.085,339308178013.931,341570662777.942,366290334087.906,341012715537.585,365512724298.781,466828481349.427,581411677698.042,682876718562.427,799659760673.26,930260340256.819,1064896855324.44,1022309308238.17,1363306153919.89,1537385287216.87,1612269486195.49,1701440425955.98,1782506097763.29,1608685391951.83,1511046712038.01,1647227850147.94,
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,17273335563.7337,11266779661.0169,14940338983.0508,15099661016.9492,10906867789.8878,2904114903.22912,,
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,310220128290.08,317476188060.334,315889326567.908,299903506598.705,291959591949.188,337208577868.95,348096514040.19,360249590838.241,339920042519.035,342197280454.917,366908536393.257,341638607011.436,366214454987.165,467537613032.349,582254847876.02,683799640479.407,800680019088.786,931296798981.219,1065865093244.95,1023156847146.02,1364274589504.98,1538450942114.34,1613328652768.8,1702768715442.83,1783849360621.76,1610061039227.17,1512472520978.19,1648713664105.39,
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,74450078762.3322,75943887165.0529,80862200062.3748,79656606276.6866,83879533410.8317,95021940316.3497,101200537506.268,108625533389.901,108351848163.645,116362203680.418,129170128035.929,129567260486.032,138697761524.742,165353558840.928,199321767992.854,238335255544.536,277440186136.285,332195752003.486,400834911393.61,342551823244.555,393490982670.797,476512580983.554,497533088629.244,514923768188.375,528564730448.262,452162628392.909,441233983648.481,481208161470.758,
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,71630592.223403,79863374.9453282,95544010.7819098,104486043.47856,125146438.67676,133324919.034344,144616696.771124,188021168.8418,187821029.033169,197454053.145088,233213522.645348,252560557.083061,302925489.683914,348941656.797257,315520894.931242,354238109.300304,390871568.630082,
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,388300000,448300000,404600000,428794117.647059,605492537.313433,693970588.235294,860630922.693267,929607500,945000000,885444186.046512,892164393.939394,763465550.458716,1078402127.65957,1271196078.43137,1484092538.40527,1793754804.70037,2626380435.17877,2936612021.85792,3532969034.60838,3875409836.06557,4368398047.64333,4422276621.78703,4980000000,5145757575.75758,5240606060.60606,4826587057.68724,3278425328.32418,3324385325.26677,
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,12694544692.7374,14213045493.8806,15431288006.2104,16452201100.9604,20079363625.5784,25733043137.2549,27821913814.9556,27660149541.1805,29828899205.7277,30415095887.492,29114875621.8905,30703017449.6644,35083608130.9994,46731767494.3567,57240535137.8197,62697540106.9519,70596729394.0534,86304245825.349,100324627215.468,88945625173.6593,89501012915.7314,98181259740.0919,93413992955.8972,98478349315.3252,100948236941.182,87501423882.4686,89768598023.3903,95769031980.1362,
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,21273055398.3017,21480023016.9972,20749140606.2425,22125435372.187,22689994990.1121,20342201356.0052,20875387068.1145,23563576758.1047,29697448108.2957,34470227453.9113,36346974008.2079,39587732028.6037,48114688201.4782,55589849128.4605,50244793831.6199,48013606745.4803,51290792018.1074,46352802765.5763,48116256926.0807,49904928335.3069,43072415017.4321,44708598648.8562,48769655479.2388,
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,258154283908.9,270362531376.602,280312318915.485,209950792712.696,226079963711.768,264051981551.316,288103936773.039,264477727278.681,266800462898.904,270847937645.236,259802012617.057,239917320966.977,263926220332.543,331108912605.271,381705425301.746,389042298376.845,420032121655.688,487816328342.309,513965650650.119,429657033107.737,488377689564.921,563109663291.177,543880647757.404,578742001487.571,573817719109.402,497918109302.399,514459972806.171,538040458216.997,
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,1114703088.1614,1156141998.33412,1284766234.2216,1357206995.74624,1419293454.99606,1698982437.76019,1602760100.48147,1716699913.19444,1576904292.4588,1547884442.26205,1738100853.05052,1542477308.89408,1432228125.26682,2197612701.09852,2770082791.50412,3178126491.90949,3291353835.93,3469363996.36642,3294093485.20796,3580417066.92472,4438778424.30203,4820499924.2539,4823831656.51644,4560713073.91948,4377293816.28535,4020275298.02726,3720649374.57512,4408564260.16111,
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,368584758.942457,374359556.084926,433667193.814795,473916819.453826,486451204.557142,508221508.221508,503068472.20266,562958836.519905,608369282.225727,622985493.682733,614879764.780006,622262057.191635,697518248.175182,705704816.042365,839319927.272727,919103254.545455,1016418229.25159,1033561654.0568,967199593.960157,847397850.094417,969936525.298729,1065826669.89742,1059498884.32533,1328091523.8003,1342997305.5023,1375604279.45443,1425929444.32924,1485994387.49716,
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,12308624283.9787,12981833333.3333,13253565898.9558,13695962019.2084,10122020000,11396706586.8263,13789560878.2435,14505233968.8716,15200846138.4615,15873875968.9922,19325894913.1254,21099833783.503,21582248881.6592,21828144686.0394,25086930693.0693,28858965517.2414,33332844574.7801,40405006007.2086,,,,,,,,,,,
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,1738605558.05432,1877138041.64308,1881847676.80752,1463251055.40068,1179837954.72193,1445919969.89272,1607345450.04578,1544689502.82472,1744794457.276,1534673583.2487,1385058161.76746,1709347793.32873,1987622279.11463,2736666515.8294,4414929219.99649,6646663561.2656,7422102655.98832,8638711442.7705,10351932604.4154,9253484108.49701,10657705536.4978,12156380425.0825,12368071038.7362,12949854262.8127,13922223233.5184,10985793715.2707,9412034268.6661,9981303726.23281,
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,661633268657.128,718052286118.836,804653176735.48,883381152009.625,1062641154191.55,1311566505895.64,1506473557998.06,1560401268142,1430161724767.95,1573188776881.39,1731600727932.85,1842335488237.55,2039047573662.61,2307975822711.5,2676685771471.55,3100871198506.5,3734876822154.63,4723446970243.67,5979854765188.56,6486169233354.81,7867122261485.3,9617236617740.45,10728920394872.3,11841793044463.8,12732924778295,13245576789645.7,13483389369359.2,14713972097356.6,
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,1020619429310.93,1008411636881.47,944225033829.653,931230207614.682,837243352847.613,918930637855.008,947705087434.762,979132716528.937,946228593492.296,820213772757.263,891939625136.752,907524986868.826,1019027451202.47,1254935693409.69,1622565505094.8,2032400263820.37,2458916502733.45,3160769581656.36,3911571971985.61,3100233553677.1,3634426277925.58,4419856830777.25,4611478733661.98,4893778917069.39,4624592551758.33,3601633743536.9,3466035965437.18,3879859485679.2,
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,1628427515.41881,1602299862.9243,1692959110.18022,1233496846.33493,982624324.505898,1309382885.33029,1465448290.34132,1498950899.08774,1587345950.9743,1576094566.48548,1294250233.18894,1332328999.09077,1474630207.08242,1673690429.61609,1937074572.08687,2115154262.03025,2202809251.31304,2523462557.38975,3163416242.05877,3163000528.8167,3172945644.5585,3756023159.96,3866618281.77192,4080929201.27925,4482880424.13762,4087775414.97626,4388569576.44093,4812554346.14923,
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,85343063965.9182,98234695722.0341,111452869378.467,128889832382.818,146683499005.964,169278552851.272,183035154107.494,150180268649.388,113675706127.265,126668932159.508,126392308497.749,120296746256.631,134300851255.002,152280653543.725,172895476152.592,189318499954.003,221758486880.313,262942650543.771,291383081231.82,281710095724.761,341105009515.333,370818747396.833,397558094269.877,420333333333.333,407339361695.577,401399422442.967,411755164832.674,455220920571.129,
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,2629395066.27017,2534720480.3244,1909246640.80838,1646693642.11088,1346074611.47792,1231523034.78397,1043893062.60575,921843144.229059,1320126706.15503,1086567377.60543,860550305.832491,1080774007.25065,1221113780.25397,1554125530.8029,2076148695.50581,2312319579.02843,2830236053.84429,3719497371.09659,5161336170.46084,4979481980.35098,5642178579.58438,6522732202.50748,7633049792.09321,8506674782.75471,9236309138.04277,7853450374.0001,6951657158.90093,7145701018.7492,
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,3189539641.3171,3208098919.0146,3200539816.0601,3179225948.58114,2561118608.35516,2482228439.71407,2379281767.9558,2450084970.24741,2605688065.08338,2450686659.77799,2904662604.82053,3534803921.56863,4461978498.86577,5977560877.44013,6838351088.46688,8104355716.8784,10277598152.4249,12664165103.1895,19271523178.8079,20214385964.9123,22583157894.7368,29233333333.3333,35164210526.3158,39197543859.6491,43524210526.3158,35799628571.4286,36179885714.2857,42355428571.4286,
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,1100860265738.55,1372269332716.96,1290591892383.33,1490843650943.02,1716504227990.9,1829424290150.86,1989320947912.31,2184895345411.72,2197743299766.88,1966469717039,2173569936380.78,2115183372589.57,1881116473175.17,1918465890720.11,2221409363946.02,2705810155347.93,3181218620013.18,3766649351954.02,4398562896048.96,4118809334451.44,5146370070706.23,5870414497159.35,5925332953070.06,6070269710668.72,6187003203791.49,5278058941120.62,5134441961597.49,5704712973686.92,
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,439543789.908305,517685310.01085,510739436.338609,543358124.635932,1078398152.02093,1813734850.84725,2657852896.55843,2881025962.79982,4391333475.80501,3199550317.24639,3998696648.74331,5681940844.90278,6671047974.39218,5649813360.66395,4045377828.46133,3104426020.56392,2521007678.82629,2954620999.58441,
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,,,,288738308055.201,296102694844.468,337619748312.851,391918726612.078,402270579724.769,408028236055.984,431557171032.105,447298299633.397,463334229256.811,450128157153.649,507822139212.328,588620268464.706,693623682832.893,806508983373.843,997382214929.024,1228766298998.44,1188669247677.49,1374620790527.27,1558059480436.63,1716996947608.91,1610655002615.51,1584604173217.79,1422429595481.82,1431082428979.52,1417009559961.62,
Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,113563821.577404,132201141.446861,137066290.55007,138489884.393064,193775943.038933,202547013.927138,219583570.094975,212155124.65374,188686997.319035,196686674.669868,202363492.160332,181244788.473329,182737040.095422,202543202.004099,229358214.792003,262176133.72543,294137737.070038,300143056.873221,349484427.609428,318166562.784677,369485198.817979,423011844.331641,472358251.224261,450686353.674011,443911052.254042,435438217.281663,401562006.229967,426057453.064917,
South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,402049995776.245,357724008443.98,379829999580.141,376239659222.578,426649306089.111,474034402467.176,518624550497.413,544005551716.808,551628263333.514,590948702703.54,614756460255.031,630831541229.395,663250167513.155,774466662240.006,897926604901.35,1028639477063.57,1176241330740.11,1488694492908.47,1515643037463.34,1665590819267.7,2042144113594.69,2272003568714.22,2297911379164.91,2356854113186.14,2581994304111.25,2695272602059.97,2903124297500.27,3291737801056.16,
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,310220128290.08,317476188060.334,315889326567.908,299903506598.705,291959591949.188,337208577868.95,348096514040.19,360249590838.241,339920042519.035,342197280454.917,366908536393.257,341638607011.436,366214454987.165,467537613032.349,582254847876.02,683799640479.407,800680019088.787,931296798981.219,1065865093244.95,1023156847146.02,1364274589504.98,1538450942114.34,1613328652768.8,1702768715442.83,1783849360621.76,1610061039227.17,1512472520978.19,1648713664105.39,
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,5068000000,5307905882.35294,5439552941.17647,4669488516.37981,4947205860.01451,5329214163.22001,5759537726.26601,5737751331.63779,6043694330.21609,6808982520.75759,8154338232.95978,8824873259.32105,9008273720.93395,11305459802.0683,13280275123.0354,15982282462.3786,18369070085.3888,21642304045.512,27870257894.2347,19175196445.7936,22157948396.2042,25433011405.3017,25622915889.0133,26578524198.305,27199856454.1043,24402499451.187,22320008403.1092,22104775828.46,
